Station,Region,Lat_North,Long_East,Year,Month,Date,Humidity,Rainfall,Temperature
,,,,2018,February,1-Feb-2018,80,6.4,26.9
,,,,2018,March,1-Mar-2018,76,0.2,28.3
,,,,2018,April,1-Apr-2018,76,114.9,29.7
,,,,2018,May,1-May-2018,76,91.2,30.6
,,,,2018,June,1-Jun-2018,85,643.1,28.2
,,,,2018,July,1-Jul-2018,87,1167.8,28
,,,,2018,August,1-Aug-2018,89,938.1,27.5
,,,,2018,September,1-Sep-2018,85,491.4,28.3
,,,,2018,October,1-Oct-2018,80,143,28.6
,,,,2018,November,1-Nov-2018,80,0,28.1
,,,,2018,December,1-Dec-2018,82,8,27.3
"DAVAO CITY, DAVAO DEL SUR",Region11,7.12789167,125.65484167,2013,January,1-Jan-2013,85,430.5,27
,,,,2013,February,1-Feb-2013,79,212,27.8
,,,,2013,March,1-Mar-2013,76,60,28.7
,,,,2013,April,1-Apr-2013,78,124.1,28.8
,,,,2013,May,1-May-2013,80,128.9,29
,,,,2013,June,1-Jun-2013,83,186.4,28.4
,,,,2013,July,1-Jul-2013,82,129.1,28.1
,,,,2013,August,1-Aug-2013,82,185.6,27.8
,,,,2013,September,1-Sep-2013,79,112.3,28.8
,,,,2013,October,1-Oct-2013,78,357.4,28.8
,,,,2013,November,1-Nov-2013,83,192.6,27.8
,,,,2013,December,1-Dec-2013,80,67.3,28.3
,,,,2014,January,1-Jan-2014,84,285.3,26.5
,,,,2014,February,1-Feb-2014,79,23.8,27.8
,,,,2014,March,1-Mar-2014,82,235.3,28.3
,,,,2014,April,1-Apr-2014,78,150.5,29.3
,,,,2014,May,1-May-2014,79,94.7,29.5
,,,,2014,June,1-Jun-2014,81,134.3,29.1
,,,,2014,July,1-Jul-2014,80,50.1,28.9
,,,,2014,August,1-Aug-2014,80,163.7,28.7
,,,,2014,September,1-Sep-2014,81,175.2,28.3
,,,,2014,October,1-Oct-2014,80,338.9,29
,,,,2014,November,1-Nov-2014,81,179.9,28.7
,,,,2014,December,1-Dec-2014,82,122.6,28.4
,,,,2015,January,1-Jan-2015,81,205.7,27.6
,,,,2015,February,1-Feb-2015,75,36.4,27.5
,,,,2015,March,1-Mar-2015,72,19,28.6
,,,,2015,April,1-Apr-2015,73,125.4,29.6
,,,,2015,May,1-May-2015,78,164.7,29.6
,,,,2015,June,1-Jun-2015,83,224.2,28.8
,,,,2015,July,1-Jul-2015,80,149.9,28.8
,,,,2015,August,1-Aug-2015,80,45.9,28.7
,,,,2015,September,1-Sep-2015,80,91.5,28.9
,,,,2015,October,1-Oct-2015,81,275.2,28.9
,,,,2015,November,1-Nov-2015,80,93.3,28.9
,,,,2015,December,1-Dec-2015,77,63.3,28.9
,,,,2016,January,1-Jan-2016,74,14.2,28.9
,,,,2016,February,1-Feb-2016,74,63.8,28.8
,,,,2016,March,1-Mar-2016,70,39.8,29.8
,,,,2016,April,1-Apr-2016,71,41.8,30.6
,,,,2016,May,1-May-2016,76,101.3,30.1
,,,,2016,June,1-Jun-2016,81,188.7,29.2
,,,,2016,July,1-Jul-2016,79,68.6,29.1
,,,,2016,August,1-Aug-2016,72,34.6,29.6
,,,,2016,September,1-Sep-2016,79,227.2,29
,,,,2016,October,1-Oct-2016,82,387,29.1
,,,,2016,November,1-Nov-2016,82,206.4,28.3
,,,,2016,December,1-Dec-2016,83,137,28.2
,,,,2017,January,1-Jan-2017,85,242.2,27.45
,,,,2017,February,1-Feb-2017,79,231.6,27.465
,,,,2017,March,1-Mar-2017,78,170.2,28.1
,,,,2017,April,1-Apr-2017,77,192.2,29.1
,,,,2017,May,1-May-2017,81.41,356.2,29.28
,,,,2017,June,1-Jun-2017,79,222,28.65
,,,,2017,July,1-Jul-2017,79,110.3,28.705
,,,,2017,August,1-Aug-2017,80,224.9,28.2
,,,,2017,September,1-Sep-2017,79,280.2,NA
,,,,2017,October,1-Oct-2017,78,175.3,28.695
,,,,2017,November,1-Nov-2017,80,138.5,28.205
,,,,2017,December,1-Dec-2017,78,327.6,28.78
,,,,2018,January,1-Jan-2018,80,118.8,27.9
,,,,2018,February,1-Feb-2018,83,57.5,28.9
,,,,2018,March,1-Mar-2018,71,56.3,29.1
,,,,2018,April,1-Apr-2018,74,178.6,29.5
,,,,2018,May,1-May-2018,76,254.3,29.6
,,,,2018,June,1-Jun-2018,78,108,28.9
,,,,2018,July,1-Jul-2018,77,179.6,28.8
,,,,2018,August,1-Aug-2018,76,214.4,28.9
,,,,2018,September,1-Sep-2018,74,181.8,29
,,,,2018,October,1-Oct-2018,76,142.7,29.3
,,,,2018,November,1-Nov-2018,76,60.8,29
,,,,2018,December,1-Dec-2018,77,256.6,28.7
"DIPOLOG, ZAMBOANGA DEL NORTE",Region09,8.60335833,123.345425,2013,January,1-Jan-2013,88,463.9,26.7
,,,,2013,February,1-Feb-2013,86,323.6,27.3
,,,,2013,March,1-Mar-2013,83,163.3,27.9
,,,,2013,April,1-Apr-2013,85,171.1,28.3
,,,,2013,May,1-May-2013,87,298.7,28.3
,,,,2013,June,1-Jun-2013,87,228.4,27.9
,,,,2013,July,1-Jul-2013,87,349.5,27.5
,,,,2013,August,1-Aug-2013,86,260,27.6
,,,,2013,September,1-Sep-2013,84,156.6,28.3
,,,,2013,October,1-Oct-2013,87,414.2,27.7
,,,,2013,November,1-Nov-2013,87,559.2,27.5
,,,,2013,December,1-Dec-2013,86,334.2,27.8
,,,,2014,January,1-Jan-2014,87,379.3,26
,,,,2014,February,1-Feb-2014,86,118.6,26.7
,,,,2014,March,1-Mar-2014,84,44.4,27.5
,,,,2014,April,1-Apr-2014,84,92,28
,,,,2014,May,1-May-2014,86,211.8,28.3
,,,,2014,June,1-Jun-2014,86,151.8,28.5
,,,,2014,July,1-Jul-2014,86,326.5,28
,,,,2014,August,1-Aug-2014,82,158.5,28.5
,,,,2014,September,1-Sep-2014,84,115.2,28.5
,,,,2014,October,1-Oct-2014,86,283.8,28.1
,,,,2014,November,1-Nov-2014,85,276.2,27.8
,,,,2014,December,1-Dec-2014,86,160.9,27.7
,,,,2015,January,1-Jan-2015,86,83.4,26.7
,,,,2015,February,1-Feb-2015,82,42.6,27.3
,,,,2015,March,1-Mar-2015,79,7.3,27.9
,,,,2015,April,1-Apr-2015,81,35.4,28.6
,,,,2015,May,1-May-2015,78,25.1,29.4
,,,,2015,June,1-Jun-2015,83,195.6,28.5
,,,,2015,July,1-Jul-2015,83,60.2,28.4
,,,,2015,August,1-Aug-2015,81,77,28.6
,,,,2015,September,1-Sep-2015,83,302.6,28.1
,,,,2015,October,1-Oct-2015,81,143.7,28.5
,,,,2015,November,1-Nov-2015,84,255.6,27.9
,,,,2015,December,1-Dec-2015,83,84.3,27.7
,,,,2016,January,1-Jan-2016,83,25.9,27.6
,,,,2016,February,1-Feb-2016,82,20.9,27.7
,,,,2016,March,1-Mar-2016,79,0,28.3
,,,,2016,April,1-Apr-2016,80,86.1,28.8
,,,,2016,May,1-May-2016,82,142.3,28.4
,,,,2016,June,1-Jun-2016,83,287,28.1
,,,,2016,July,1-Jul-2016,83,105.1,28.2
,,,,2016,August,1-Aug-2016,82,198.4,28.3
,,,,2016,September,1-Sep-2016,84,171,28.1
,,,,2016,October,1-Oct-2016,85,620.3,27.9
,,,,2016,November,1-Nov-2016,86,228.8,27.4
,,,,2016,December,1-Dec-2016,86,303,27.6
,,,,2017,January,1-Jan-2017,88,460.7,26.64
,,,,2017,February,1-Feb-2017,85,66.9,26.93
,,,,2017,March,1-Mar-2017,84,185.3,27.365
,,,,2017,April,1-Apr-2017,82,52.9,27.945
,,,,2017,May,1-May-2017,84,682,28.58
,,,,2017,June,1-Jun-2017,84,177.4,28.495
,,,,2017,July,1-Jul-2017,85,196.7,28.205
,,,,2017,August,1-Aug-2017,85,244.6,28.405
,,,,2017,September,1-Sep-2017,84,119.2,28.48
,,,,2017,October,1-Oct-2017,86,307,28.09
,,,,2017,November,1-Nov-2017,85,252.9,28.18
,,,,2017,December,1-Dec-2017,86,276.6,27.895
,,,,2018,January,1-Jan-2018,87,490.2,27.6
,,,,2018,February,1-Feb-2018,84,421.1,27.6
,,,,2018,March,1-Mar-2018,80,20.4,28.4
,,,,2018,April,1-Apr-2018,77,275.6,29.3
,,,,2018,May,1-May-2018,81,427,28.9
,,,,2018,June,1-Jun-2018,81,137.4,29
,,,,2018,July,1-Jul-2018,80,172.2,28.6
,,,,2018,August,1-Aug-2018,79,110.5,29.1
,,,,2018,September,1-Sep-2018,81,237.3,28.2
,,,,2018,October,1-Oct-2018,80,122.8,28.6
,,,,2018,November,1-Nov-2018,83,505.8,28
,,,,2018,December,1-Dec-2018,82,234.9,27.9
"DUMAGUETE CITY, NEGROS ORIENTAL",Region07,9.333175,123.29931389,2013,January,1-Jan-2013,84,118.3,27.1
,,,,2013,February,1-Feb-2013,82,73,27.5
,,,,2013,March,1-Mar-2013,79,49.9,28.4
,,,,2013,April,1-Apr-2013,79,42.4,28.9
,,,,2013,May,1-May-2013,79,40.4,29.3
,,,,2013,June,1-Jun-2013,82,121.1,28.4
,,,,2013,July,1-Jul-2013,83,233.6,28
,,,,2013,August,1-Aug-2013,81,113.7,28.1
,,,,2013,September,1-Sep-2013,80,71.7,28.4
,,,,2013,October,1-Oct-2013,81,133.6,27.9
,,,,2013,November,1-Nov-2013,83,223.9,28
,,,,2013,December,1-Dec-2013,82,27.4,28.5
,,,,2014,January,1-Jan-2014,83,186.1,26.2
,,,,2014,February,1-Feb-2014,81,68,26.8
,,,,2014,March,1-Mar-2014,80,261.9,27.6
,,,,2014,April,1-Apr-2014,80,41.9,28.4
,,,,2014,May,1-May-2014,80,155.2,29.2
,,,,2014,June,1-Jun-2014,81,130.1,29
,,,,2014,July,1-Jul-2014,83,153.4,28.1
,,,,2014,August,1-Aug-2014,79,71.8,28.5
,,,,2014,September,1-Sep-2014,83,162.8,27.7
,,,,2014,October,1-Oct-2014,84,239.7,27.8
,,,,2014,November,1-Nov-2014,84,394.9,28.2
,,,,2014,December,1-Dec-2014,83,170.1,27.8
,,,,2015,January,1-Jan-2015,86,71.1,26.9
,,,,2015,February,1-Feb-2015,81,41.5,27.2
,,,,2015,March,1-Mar-2015,79,1.9,27.7
,,,,2015,April,1-Apr-2015,77,12,28.7
,,,,2015,May,1-May-2015,76,1.8,29.3
,,,,2015,June,1-Jun-2015,75,100.4,28.7
,,,,2015,July,1-Jul-2015,74,197.1,28.2
,,,,2015,August,1-Aug-2015,82,117.5,28.3
,,,,2015,September,1-Sep-2015,84,164,28.4
,,,,2015,October,1-Oct-2015,80,70.8,28.5
,,,,2015,November,1-Nov-2015,78,60.5,28.9
,,,,2015,December,1-Dec-2015,83,68.2,27.3
,,,,2016,January,1-Jan-2016,81,24.8,27.5
,,,,2016,February,1-Feb-2016,NA,18.6,NA
,,,,2016,March,1-Mar-2016,77,T,28.1
,,,,2016,April,1-Apr-2016,81,T,29.4
,,,,2016,May,1-May-2016,78,52.4,29.6
,,,,2016,June,1-Jun-2016,80,187.5,29
,,,,2016,July,1-Jul-2016,81,63.4,28.6
,,,,2016,August,1-Aug-2016,80,60.4,29
,,,,2016,September,1-Sep-2016,84,88.9,28.6
,,,,2016,October,1-Oct-2016,85,131.2,28.4
,,,,2016,November,1-Nov-2016,85,186.3,27.7
,,,,2016,December,1-Dec-2016,86,74.9,27.9
,,,,2017,January,1-Jan-2017,88,292.2,26.795
,,,,2017,February,1-Feb-2017,85.41,38.4,26.69
,,,,2017,March,1-Mar-2017,86,91,27.005
,,,,2017,April,1-Apr-2017,84,77.2,28.105
,,,,2017,May,1-May-2017,85.99,123.3,28.91
,,,,2017,June,1-Jun-2017,84,111,28.6
,,,,2017,July,1-Jul-2017,86,188.5,28.08
,,,,2017,August,1-Aug-2017,86.11,201.7,28.44
,,,,2017,September,1-Sep-2017,85,136.7,28.335
,,,,2017,October,1-Oct-2017,87,374,27.55
,,,,2017,November,1-Nov-2017,85,124.8,28.315
,,,,2017,December,1-Dec-2017,86,189.6,27.61
,,,,2018,January,1-Jan-2018,87,199,27.2
,,,,2018,February,1-Feb-2018,86,205.6,27.3
,,,,2018,March,1-Mar-2018,83,38.2,27.5
,,,,2018,April,1-Apr-2018,82,87.3,28.5
,,,,2018,May,1-May-2018,80,27.8,29.2
,,,,2018,June,1-Jun-2018,77,60.4,29
,,,,2018,July,1-Jul-2018,78,83.7,28.7
,,,,2018,August,1-Aug-2018,75,88.9,28.9
,,,,2018,September,1-Sep-2018,83,113.7,28.1
,,,,2018,October,1-Oct-2018,79,86.8,28.6
,,,,2018,November,1-Nov-2018,82,115.8,27.7
,,,,2018,December,1-Dec-2018,82,46.6,28
"GENERAL SANTOS, SOUTH COTABATO",Region12,6.05718056,125.10310833,2013,January,1-Jan-2013,83,198.8,26.6
,,,,2013,February,1-Feb-2013,78,81.7,27.6
,,,,2013,March,1-Mar-2013,76,11.8,28.7
,,,,2013,April,1-Apr-2013,75,48,28.9
,,,,2013,May,1-May-2013,77,47.6,28.9
,,,,2013,June,1-Jun-2013,81,107.2,27.5
,,,,2013,July,1-Jul-2013,82,142.3,26.9
,,,,2013,August,1-Aug-2013,83,107.6,26.5
,,,,2013,September,1-Sep-2013,80,104.7,27.4
,,,,2013,October,1-Oct-2013,84,133.5,27.1
,,,,2013,November,1-Nov-2013,83,127.1,27
,,,,2013,December,1-Dec-2013,82,67.3,27.5
,,,,2014,January,1-Jan-2014,84,256.8,26.5
,,,,2014,February,1-Feb-2014,81,51.7,27.2
,,,,2014,March,1-Mar-2014,77,99.5,28.1
,,,,2014,April,1-Apr-2014,77,46.3,28.8
,,,,2014,May,1-May-2014,77,30.7,28.8
,,,,2014,June,1-Jun-2014,81,130.3,27.9
,,,,2014,July,1-Jul-2014,84,140.5,27.3
,,,,2014,August,1-Aug-2014,82,62.8,27.4
,,,,2014,September,1-Sep-2014,83,108.1,27.3
,,,,2014,October,1-Oct-2014,79,53.6,28.1
,,,,2014,November,1-Nov-2014,80,76.5,27.9
,,,,2014,December,1-Dec-2014,78,45.6,28.1
,,,,2015,January,1-Jan-2015,77,67.3,27.7
,,,,2015,February,1-Feb-2015,70,0.5,28.6
,,,,2015,March,1-Mar-2015,67,3.6,29.8
,,,,2015,April,1-Apr-2015,69,28.3,29.6
,,,,2015,May,1-May-2015,74,36.4,29.3
,,,,2015,June,1-Jun-2015,81,188.8,27.7
,,,,2015,July,1-Jul-2015,81,86.9,27.5
,,,,2015,August,1-Aug-2015,83,96.8,27.2
,,,,2015,September,1-Sep-2015,82,52.1,27.5
,,,,2015,October,1-Oct-2015,78,26.4,28.1
,,,,2015,November,1-Nov-2015,76,74.7,28.7
,,,,2015,December,1-Dec-2015,72,15.8,29.2
,,,,2016,January,1-Jan-2016,69,14.4,29
,,,,2016,February,1-Feb-2016,66,4.1,29.4
,,,,2016,March,1-Mar-2016,66,T,30.5
,,,,2016,April,1-Apr-2016,65,1,31.1
,,,,2016,May,1-May-2016,71,71.7,30.2
,,,,2016,June,1-Jun-2016,80,95.5,28.2
,,,,2016,July,1-Jul-2016,75,85.2,28.5
,,,,2016,August,1-Aug-2016,79,38.9,28
,,,,2016,September,1-Sep-2016,80,78.1,27.9
,,,,2016,October,1-Oct-2016,82,116.4,27.8
,,,,2016,November,1-Nov-2016,80,128.5,27.9
,,,,2016,December,1-Dec-2016,81,60.3,27.3
,,,,2017,January,1-Jan-2017,79,117.6,26.89
,,,,2017,February,1-Feb-2017,77,74.4,27.19
,,,,2017,March,1-Mar-2017,76.92,129.9,27.535
,,,,2017,April,1-Apr-2017,74,51.9,28.56
,,,,2017,May,1-May-2017,78,142.4,28.35
,,,,2017,June,1-Jun-2017,81,167.5,27.3
,,,,2017,July,1-Jul-2017,82,63.3,27.25
,,,,2017,August,1-Aug-2017,81,33.5,27.7
,,,,2017,September,1-Sep-2017,81,162.5,27.7
,,,,2017,October,1-Oct-2017,76,124.7,27.55
,,,,2017,November,1-Nov-2017,80,96.8,27.7
,,,,2017,December,1-Dec-2017,81,135.8,27.65
,,,,2018,January,1-Jan-2018,79,107.3,27.2
,,,,2018,February,1-Feb-2018,76,118.5,27.7
,,,,2018,March,1-Mar-2018,69,13.8,28.6
,,,,2018,April,1-Apr-2018,73,139.5,28.7
,,,,2018,May,1-May-2018,75,45.1,28.7
,,,,2018,June,1-Jun-2018,76,50,27.6
,,,,2018,July,1-Jul-2018,80,127.3,26.9
,,,,2018,August,1-Aug-2018,77,46.6,27.2
,,,,2018,September,1-Sep-2018,78,90.6,26.9
,,,,2018,October,1-Oct-2018,76,89.3,27.8
,,,,2018,November,1-Nov-2018,73,46,28.1
,,,,2018,December,1-Dec-2018,72,77.1,27.9
"GUIUAN, EASTERN SAMAR",Region08,11.04541667,125.75571667,2013,January,1-Jan-2013,90,450.4,25.5
,,,,2013,February,1-Feb-2013,88,314.4,25.7
,,,,2013,March,1-Mar-2013,84,168.6,27.1
,,,,2013,April,1-Apr-2013,83,135.7,28.5
,,,,2013,May,1-May-2013,84,146.3,29.1
,,,,2013,June,1-Jun-2013,86,286.9,27.9
,,,,2013,July,1-Jul-2013,86,220.1,27.5
,,,,2013,August,1-Aug-2013,85,211.2,28.1
,,,,2013,September,1-Sep-2013,85,162.4,28.4
,,,,2013,October,1-Oct-2013,85,169,28.1
,,,,2013,November,1-Nov-2013,89,354.1,27.9
,,,,2013,December,1-Dec-2013,90,455.2,27.4
,,,,2014,January,1-Jan-2014,92,742.6,25.1
,,,,2014,February,1-Feb-2014,89,108.5,26
,,,,2014,March,1-Mar-2014,91,159.2,25.8
,,,,2014,April,1-Apr-2014,89,448.4,26.6
,,,,2014,May,1-May-2014,82,140.6,28.5
,,,,2014,June,1-Jun-2014,86,147.4,28.5
,,,,2014,July,1-Jul-2014,86,165.8,27.3
,,,,2014,August,1-Aug-2014,86,222.4,27.7
,,,,2014,September,1-Sep-2014,87,229.1,27.1
,,,,2014,October,1-Oct-2014,87,403.4,27.5
,,,,2014,November,1-Nov-2014,88,226.5,27
,,,,2014,December,1-Dec-2014,92,479.9,26.1
,,,,2015,January,1-Jan-2015,88,523.8,25.5
,,,,2015,February,1-Feb-2015,85,63,26
,,,,2015,March,1-Mar-2015,82,38.1,27.1
,,,,2015,April,1-Apr-2015,87,41.7,28.2
,,,,2015,May,1-May-2015,81,25.1,30.1
,,,,2015,June,1-Jun-2015,87,454.2,28.5
,,,,2015,July,1-Jul-2015,83,55.8,28.3
,,,,2015,August,1-Aug-2015,83,86.6,29.3
,,,,2015,September,1-Sep-2015,85,134.7,28.2
,,,,2015,October,1-Oct-2015,85,107.8,28.5
,,,,2015,November,1-Nov-2015,89,196.4,27.2
,,,,2015,December,1-Dec-2015,91,276.9,26.4
,,,,2016,January,1-Jan-2016,89,255,26.1
,,,,2016,February,1-Feb-2016,91,171.2,26.2
,,,,2016,March,1-Mar-2016,85,53.3,27.4
,,,,2016,April,1-Apr-2016,85,41.2,28.5
,,,,2016,May,1-May-2016,86,111.9,29.1
,,,,2016,June,1-Jun-2016,86,163.4,28.2
,,,,2016,July,1-Jul-2016,86,286.1,27.7
,,,,2016,August,1-Aug-2016,83,41.6,28.8
,,,,2016,September,1-Sep-2016,86,171.3,28.9
,,,,2016,October,1-Oct-2016,89,257,28.1
,,,,2016,November,1-Nov-2016,90,681.5,27
,,,,2016,December,1-Dec-2016,91,213.7,27.5
,,,,2017,January,1-Jan-2017,91.29,410.4,26.445
,,,,2017,February,1-Feb-2017,87.22,169.9,26.1
,,,,2017,March,1-Mar-2017,89.29,383.8,26.865
,,,,2017,April,1-Apr-2017,89,239.3,28.03
,,,,2017,May,1-May-2017,89,124.8,29.14
,,,,2017,June,1-Jun-2017,87,171.7,29.51
,,,,2017,July,1-Jul-2017,90,498.2,27.73
,,,,2017,August,1-Aug-2017,87,112.5,28.67
,,,,2017,September,1-Sep-2017,88,220.9,28.6
,,,,2017,October,1-Oct-2017,87.58,192.5,27.99
,,,,2017,November,1-Nov-2017,90,184,27.95
,,,,2017,December,1-Dec-2017,91,1360.4,27
,,,,2018,January,1-Jan-2018,91,732.7,26.8
,,,,2018,February,1-Feb-2018,91,615.3,26.4
,,,,2018,March,1-Mar-2018,86,242.2,27.3
,,,,2018,April,1-Apr-2018,86,189.4,27.9
,,,,2018,May,1-May-2018,89,219.2,29
,,,,2018,June,1-Jun-2018,89,193.4,28.2
,,,,2018,July,1-Jul-2018,90,155,28.2
,,,,2018,August,1-Aug-2018,80,96.1,29.3
,,,,2018,September,1-Sep-2018,85,198,28.3
,,,,2018,October,1-Oct-2018,87,174.5,28.1
,,,,2018,November,1-Nov-2018,89,484.2,26.9
,,,,2018,December,1-Dec-2018,92,458.3,26.7
"HINATUAN, SURIGAO DEL SUR",CARAGA,8.36653611,126.33789722,2013,January,1-Jan-2013,88,1077.8,26.3
,,,,2013,February,1-Feb-2013,86,666.6,26.8
,,,,2013,March,1-Mar-2013,85,380.4,27
,,,,2013,April,1-Apr-2013,84,474.7,27.5
,,,,2013,May,1-May-2013,82,266.7,28.6
,,,,2013,June,1-Jun-2013,83,385.9,28.3
,,,,2013,July,1-Jul-2013,84,384,27.9
,,,,2013,August,1-Aug-2013,82,393.2,28.1
,,,,2013,September,1-Sep-2013,79,46.8,29
,,,,2013,October,1-Oct-2013,79,377.3,28.5
,,,,2013,November,1-Nov-2013,87,528.8,27
,,,,2013,December,1-Dec-2013,88,387.9,27
,,,,2014,January,1-Jan-2014,87,1372.1,25.3
,,,,2014,February,1-Feb-2014,86,331.8,25.8
,,,,2014,March,1-Mar-2014,87,534.1,26.5
,,,,2014,April,1-Apr-2014,84,77.7,27.8
,,,,2014,May,1-May-2014,85,272.6,28.3
,,,,2014,June,1-Jun-2014,84,117.2,28.9
,,,,2014,July,1-Jul-2014,82,166.8,28.6
,,,,2014,August,1-Aug-2014,83,173.2,28.5
,,,,2014,September,1-Sep-2014,83,189.7,28.2
,,,,2014,October,1-Oct-2014,82,145.1,28.4
,,,,2014,November,1-Nov-2014,86,242.5,27.3
,,,,2014,December,1-Dec-2014,88,1039.3,27.2
,,,,2015,January,1-Jan-2015,88,715.2,29.8
,,,,2015,February,1-Feb-2015,86,391.8,29.6
,,,,2015,March,1-Mar-2015,85,234.3,30
,,,,2015,April,1-Apr-2015,83,156.3,30.9
,,,,2015,May,1-May-2015,NA,NA,NA
,,,,2015,June,1-Jun-2015,84,297.8,31.5
,,,,2015,July,1-Jul-2015,79,157.1,33.5
,,,,2015,August,1-Aug-2015,NA,NA,NA
,,,,2015,September,1-Sep-2015,83,344.8,32.7
,,,,2015,October,1-Oct-2015,80,155.6,32.7
,,,,2015,November,1-Nov-2015,88,755,30
,,,,2015,December,1-Dec-2015,86,375.9,30
,,,,2016,January,1-Jan-2016,85,263.2,26.6
,,,,2016,February,1-Feb-2016,84,533.6,26.4
,,,,2016,March,1-Mar-2016,82,175.4,26.8
,,,,2016,April,1-Apr-2016,82,264.7,27.8
,,,,2016,May,1-May-2016,83,291.5,28.2
,,,,2016,June,1-Jun-2016,82,280.5,28.5
,,,,2016,July,1-Jul-2016,80,260.9,28.6
,,,,2016,August,1-Aug-2016,76,118.5,29.5
,,,,2016,September,1-Sep-2016,80,265.4,28.5
,,,,2016,October,1-Oct-2016,83,529.1,28.1
,,,,2016,November,1-Nov-2016,86,512.6,27
,,,,2016,December,1-Dec-2016,86,621.9,27.4
,,,,2017,January,1-Jan-2017,87.9,936.1,26.685
,,,,2017,February,1-Feb-2017,88.06,747.9,25.935
,,,,2017,March,1-Mar-2017,86.22,647.6,26.97
,,,,2017,April,1-Apr-2017,82,243.3,27.94
,,,,2017,May,1-May-2017,84,544.8,28.625
,,,,2017,June,1-Jun-2017,82,364.2,28.71
,,,,2017,July,1-Jul-2017,82,340,28.435
,,,,2017,August,1-Aug-2017,81.35,135.4,28.745
,,,,2017,September,1-Sep-2017,83,231.9,28.28
,,,,2017,October,1-Oct-2017,80,182.8,28.45
,,,,2017,November,1-Nov-2017,86,688.3,27.36
,,,,2017,December,1-Dec-2017,84.39,278.3,27.24
,,,,2018,January,1-Jan-2018,87,669.4,26.6
,,,,2018,February,1-Feb-2018,86,511.2,27.1
,,,,2018,March,1-Mar-2018,82,319.2,26.9
,,,,2018,April,1-Apr-2018,83,373.7,27.7
,,,,2018,May,1-May-2018,82,264.5,28.5
,,,,2018,June,1-Jun-2018,80,136,28.9
,,,,2018,July,1-Jul-2018,79,306.7,29.2
,,,,2018,August,1-Aug-2018,78,141.8,29.1
,,,,2018,September,1-Sep-2018,77,280.7,28.8
,,,,2018,October,1-Oct-2018,82,122.2,28
,,,,2018,November,1-Nov-2018,84,382.8,27.1
,,,,2018,December,1-Dec-2018,86,469.1,27.4
"IBA, ZAMBALES",Region03,15.32618333,119.96786111,2013,January,1-Jan-2013,70,0.2,27.6
,,,,2013,February,1-Feb-2013,75,16.3,27.7
,,,,2013,March,1-Mar-2013,74,8.1,28.6
,,,,2013,April,1-Apr-2013,73,37.4,29.9
,,,,2013,May,1-May-2013,75,65.7,30.1
,,,,2013,June,1-Jun-2013,81,647.2,29.1
,,,,2013,July,1-Jul-2013,81,300.1,28.7
,,,,2013,August,1-Aug-2013,85,1341.9,27.9
,,,,2013,September,1-Sep-2013,86,907.8,27.8
,,,,2013,October,1-Oct-2013,82,250.4,27.4
,,,,2013,November,1-Nov-2013,82,2,28.5
,,,,2013,December,1-Dec-2013,82,8.6,27.9
,,,,2014,January,1-Jan-2014,78,0,26.1
,,,,2014,February,1-Feb-2014,82,12,26.2
,,,,2014,March,1-Mar-2014,79,T,27.5
,,,,2014,April,1-Apr-2014,78,5.6,29.4
,,,,2014,May,1-May-2014,74,45.2,30.6
,,,,2014,June,1-Jun-2014,84,731.8,28.7
,,,,2014,July,1-Jul-2014,87,1027.7,27.8
,,,,2014,August,1-Aug-2014,86,632.8,27.6
,,,,2014,September,1-Sep-2014,87,1046.4,27.6
,,,,2014,October,1-Oct-2014,81,143.1,28
,,,,2014,November,1-Nov-2014,75,48.8,27.9
,,,,2014,December,1-Dec-2014,76,19.4,27.1
,,,,2015,January,1-Jan-2015,71,3.6,25.5
,,,,2015,February,1-Feb-2015,75,1,25.3
,,,,2015,March,1-Mar-2015,73,9.2,26.8
,,,,2015,April,1-Apr-2015,74,69.6,29.2
,,,,2015,May,1-May-2015,76,56.4,29.4
,,,,2015,June,1-Jun-2015,81,282.2,29.3
,,,,2015,July,1-Jul-2015,86,1085.7,27.3
,,,,2015,August,1-Aug-2015,87,691.6,27.8
,,,,2015,September,1-Sep-2015,84,398.3,28.3
,,,,2015,October,1-Oct-2015,85,468.2,27.4
,,,,2015,November,1-Nov-2015,74,0,28.4
,,,,2015,December,1-Dec-2015,79,134.9,27
,,,,2016,January,1-Jan-2016,79,1.5,26.5
,,,,2016,February,1-Feb-2016,77,T,26.5
,,,,2016,March,1-Mar-2016,77,0,27.4
,,,,2016,April,1-Apr-2016,73,0,29.7
,,,,2016,May,1-May-2016,73,231.4,30.2
,,,,2016,June,1-Jun-2016,82,263.6,28.7
,,,,2016,July,1-Jul-2016,86,1315.3,27.6
,,,,2016,August,1-Aug-2016,NA,NA,NA
,,,,2016,September,1-Sep-2016,88,492.7,27.3
,,,,2016,October,1-Oct-2016,86,570.4,27.4
,,,,2016,November,1-Nov-2016,78,141.9,28
,,,,2016,December,1-Dec-2016,78,39,27.7
,,,,2017,January,1-Jan-2017,74,19.7,26.695
,,,,2017,February,1-Feb-2017,73,10.2,26.88
,,,,2017,March,1-Mar-2017,74,23.1,27.45
,,,,2017,April,1-Apr-2017,73,22.2,28.955
,,,,2017,May,1-May-2017,78,187.6,29.53
,,,,2017,June,1-Jun-2017,82,256.8,28.855
,,,,2017,July,1-Jul-2017,84.2,585,28.18
